job uses node node463
LAMMPS (5 Nov 2016)
Running on 1 partitions of processors
pair lj/cut/coul/debye evdwl 98 46 0.000000
pair lj/cut/coul/debye ecoul 98 46 -0.008861
pair lj/cut/coul/debye evdwl 98 47 0.000000
pair lj/cut/coul/debye ecoul 98 47 -0.000000
pair lj/cut/coul/debye evdwl 98 48 0.000000
pair lj/cut/coul/debye ecoul 98 48 -0.000000
pair lj/cut/coul/debye evdwl 98 49 0.000000
pair lj/cut/coul/debye ecoul 98 49 -0.000000
pair lj/cut/coul/debye evdwl 98 50 0.000000
pair lj/cut/coul/debye ecoul 98 50 -0.000000
pair lj/cut/coul/debye evdwl 98 52 0.000000
pair lj/cut/coul/debye ecoul 98 52 -0.000000
pair lj/cut/coul/debye evdwl 98 51 0.000000
pair lj/cut/coul/debye ecoul 98 51 -0.000000
pair lj/cut/coul/debye evdwl 98 53 0.000000
pair lj/cut/coul/debye ecoul 98 53 -0.014757
pair lj/cut/coul/debye evdwl 98 54 0.000000
pair lj/cut/coul/debye ecoul 98 54 -0.000000
pair lj/cut/coul/debye evdwl 98 55 0.000000
pair lj/cut/coul/debye ecoul 98 55 -0.009976
pair lj/cut/coul/debye evdwl 98 56 0.000000
pair lj/cut/coul/debye ecoul 98 56 -0.000000
pair lj/cut/coul/debye evdwl 98 57 0.000000
pair lj/cut/coul/debye ecoul 98 57 -0.010799
pair lj/cut/coul/debye evdwl 98 58 0.000000
pair lj/cut/coul/debye ecoul 98 58 -0.013760
pair lj/cut/coul/debye evdwl 98 59 0.000000
pair lj/cut/coul/debye ecoul 98 59 -0.000000
pair lj/cut/coul/debye evdwl 98 60 0.000000
pair lj/cut/coul/debye ecoul 98 60 -0.000000
pair lj/cut/coul/debye evdwl 98 61 0.000000
pair lj/cut/coul/debye ecoul 98 61 -0.000000
pair lj/cut/coul/debye evdwl 98 62 0.000000
pair lj/cut/coul/debye ecoul 98 62 0.007794
pair lj/cut/coul/debye evdwl 98 7 0.000000
pair lj/cut/coul/debye ecoul 98 7 -0.000000
pair lj/cut/coul/debye evdwl 98 8 0.000000
pair lj/cut/coul/debye ecoul 98 8 -0.000000
pair lj/cut/coul/debye evdwl 98 9 0.000000
pair lj/cut/coul/debye ecoul 98 9 -0.000000
pair lj/cut/coul/debye evdwl 98 10 0.000000
pair lj/cut/coul/debye ecoul 98 10 -0.000905
pair lj/cut/coul/debye evdwl 98 11 0.000000
pair lj/cut/coul/debye ecoul 98 11 -0.000000
pair lj/cut/coul/debye evdwl 98 12 0.000000
pair lj/cut/coul/debye ecoul 98 12 -0.000000
pair lj/cut/coul/debye evdwl 98 38 0.000000
pair lj/cut/coul/debye ecoul 98 38 -0.000000
pair lj/cut/coul/debye evdwl 98 13 0.000000
pair lj/cut/coul/debye ecoul 98 13 -0.000000
pair lj/cut/coul/debye evdwl 98 14 0.000000
pair lj/cut/coul/debye ecoul 98 14 -0.000000
pair lj/cut/coul/debye evdwl 98 15 0.000000
pair lj/cut/coul/debye ecoul 98 15 0.001399
pair lj/cut/coul/debye evdwl 98 17 0.000000
pair lj/cut/coul/debye ecoul 98 17 0.002272
pair lj/cut/coul/debye evdwl 98 18 0.000000
pair lj/cut/coul/debye ecoul 98 18 -0.001803
pair lj/cut/coul/debye evdwl 98 21 0.000000
pair lj/cut/coul/debye ecoul 98 21 -0.002245
pair lj/cut/coul/debye evdwl 99 7 0.000000
pair lj/cut/coul/debye ecoul 99 7 0.000000
pair lj/cut/coul/debye evdwl 99 8 0.000000
pair lj/cut/coul/debye ecoul 99 8 0.000000
pair lj/cut/coul/debye evdwl 99 9 0.000000
pair lj/cut/coul/debye ecoul 99 9 0.000000
pair lj/cut/coul/debye evdwl 99 10 0.000000
pair lj/cut/coul/debye ecoul 99 10 0.000000
pair lj/cut/coul/debye evdwl 99 11 0.000000
pair lj/cut/coul/debye ecoul 99 11 0.000000
pair lj/cut/coul/debye evdwl 99 12 0.000000
pair lj/cut/coul/debye ecoul 99 12 0.000000
pair lj/cut/coul/debye evdwl 99 38 0.000000
pair lj/cut/coul/debye ecoul 99 38 0.000000
pair lj/cut/coul/debye evdwl 99 13 0.000000
pair lj/cut/coul/debye ecoul 99 13 0.000000
pair lj/cut/coul/debye evdwl 99 14 0.000000
pair lj/cut/coul/debye ecoul 99 14 0.000000
pair lj/cut/coul/debye evdwl 99 15 0.000000
pair lj/cut/coul/debye ecoul 99 15 -0.000000
pair lj/cut/coul/debye evdwl 99 17 0.000000
pair lj/cut/coul/debye ecoul 99 17 -0.000000
pair lj/cut/coul/debye evdwl 99 18 0.000000
pair lj/cut/coul/debye ecoul 99 18 0.000000
pair lj/cut/coul/debye evdwl 99 21 0.000000
pair lj/cut/coul/debye ecoul 99 21 0.000000
pair lj/cut/coul/debye evdwl 100 0 0.000000
pair lj/cut/coul/debye ecoul 100 0 0.000000
pair lj/cut/coul/debye evdwl 100 1 0.000000
pair lj/cut/coul/debye ecoul 100 1 0.000000
pair lj/cut/coul/debye evdwl 100 2 0.000000
pair lj/cut/coul/debye ecoul 100 2 0.000000
pair lj/cut/coul/debye evdwl 100 3 0.000000
pair lj/cut/coul/debye ecoul 100 3 0.000000
pair lj/cut/coul/debye evdwl 100 4 0.000000
pair lj/cut/coul/debye ecoul 100 4 0.000000
pair lj/cut/coul/debye evdwl 100 5 0.000000
pair lj/cut/coul/debye ecoul 100 5 0.000000
pair lj/cut/coul/debye evdwl 100 6 0.000000
pair lj/cut/coul/debye ecoul 100 6 0.000000
pair lj/cut/coul/debye evdwl 100 36 0.000000
pair lj/cut/coul/debye ecoul 100 36 0.000000
pair lj/cut/coul/debye evdwl 100 39 0.000000
pair lj/cut/coul/debye ecoul 100 39 0.000000
pair lj/cut/coul/debye evdwl 100 40 0.000000
pair lj/cut/coul/debye ecoul 100 40 0.000000
pair lj/cut/coul/debye evdwl 100 41 0.000000
pair lj/cut/coul/debye ecoul 100 41 0.000000
pair lj/cut/coul/debye evdwl 100 42 0.000000
pair lj/cut/coul/debye ecoul 100 42 0.000000
pair lj/cut/coul/debye evdwl 100 43 0.000000
pair lj/cut/coul/debye ecoul 100 43 0.000000
pair lj/cut/coul/debye evdwl 100 44 0.000000
pair lj/cut/coul/debye ecoul 100 44 0.000000
pair lj/cut/coul/debye evdwl 100 16 0.000000
pair lj/cut/coul/debye ecoul 100 16 0.000000
pair lj/cut/coul/debye evdwl 100 19 0.000000
pair lj/cut/coul/debye ecoul 100 19 0.000000
pair lj/cut/coul/debye evdwl 100 20 0.000000
pair lj/cut/coul/debye ecoul 100 20 0.000000
pair lj/cut/coul/debye evdwl 100 22 0.000000
pair lj/cut/coul/debye ecoul 100 22 0.000000
pair lj/cut/coul/debye evdwl 100 23 0.000000
pair lj/cut/coul/debye ecoul 100 23 0.000000
pair lj/cut/coul/debye evdwl 100 24 0.000000
pair lj/cut/coul/debye ecoul 100 24 0.000000
pair lj/cut/coul/debye evdwl 100 25 0.000000
pair lj/cut/coul/debye ecoul 100 25 0.000000
pair lj/cut/coul/debye evdwl 100 26 0.000000
pair lj/cut/coul/debye ecoul 100 26 0.000000
pair lj/cut/coul/debye evdwl 100 27 0.000000
pair lj/cut/coul/debye ecoul 100 27 0.000000
pair lj/cut/coul/debye evdwl 100 28 0.000000
pair lj/cut/coul/debye ecoul 100 28 0.000000
pair lj/cut/coul/debye evdwl 100 29 0.000000
pair lj/cut/coul/debye ecoul 100 29 0.000000
pair lj/cut/coul/debye evdwl 100 30 0.000000
pair lj/cut/coul/debye ecoul 100 30 -0.000000
pair lj/cut/coul/debye evdwl 100 31 0.000000
pair lj/cut/coul/debye ecoul 100 31 0.000000
pair lj/cut/coul/debye evdwl 100 32 0.000000
pair lj/cut/coul/debye ecoul 100 32 -0.000000
pair lj/cut/coul/debye evdwl 100 33 0.000000
pair lj/cut/coul/debye ecoul 100 33 0.000000
pair lj/cut/coul/debye evdwl 100 34 0.000000
pair lj/cut/coul/debye ecoul 100 34 0.000000
pair lj/cut/coul/debye evdwl 100 35 0.000000
pair lj/cut/coul/debye ecoul 100 35 0.000000
pair lj/cut/coul/debye evdwl 100 37 0.000000
pair lj/cut/coul/debye ecoul 100 37 0.000000
pair lj/cut/coul/debye evdwl 100 45 0.000000
pair lj/cut/coul/debye ecoul 100 45 0.000000
pair lj/cut/coul/debye evdwl 100 46 0.000000
pair lj/cut/coul/debye ecoul 100 46 0.000000
pair lj/cut/coul/debye evdwl 100 47 0.000000
pair lj/cut/coul/debye ecoul 100 47 0.000000
pair lj/cut/coul/debye evdwl 100 48 0.000000
pair lj/cut/coul/debye ecoul 100 48 0.000000
pair lj/cut/coul/debye evdwl 100 49 0.000000
pair lj/cut/coul/debye ecoul 100 49 0.000000
pair lj/cut/coul/debye evdwl 100 50 0.000000
pair lj/cut/coul/debye ecoul 100 50 0.000000
pair lj/cut/coul/debye evdwl 100 52 0.000000
pair lj/cut/coul/debye ecoul 100 52 0.000000
pair lj/cut/coul/debye evdwl 100 51 0.000000
pair lj/cut/coul/debye ecoul 100 51 0.000000
pair lj/cut/coul/debye evdwl 100 53 0.000000
pair lj/cut/coul/debye ecoul 100 53 0.000000
pair lj/cut/coul/debye evdwl 100 54 0.000000
pair lj/cut/coul/debye ecoul 100 54 0.000000
pair lj/cut/coul/debye evdwl 100 55 0.000000
pair lj/cut/coul/debye ecoul 100 55 0.000000
pair lj/cut/coul/debye evdwl 100 56 0.000000
pair lj/cut/coul/debye ecoul 100 56 0.000000
pair lj/cut/coul/debye evdwl 100 57 0.000000
pair lj/cut/coul/debye ecoul 100 57 0.000000
pair lj/cut/coul/debye evdwl 100 58 0.000000
pair lj/cut/coul/debye ecoul 100 58 0.000000
pair lj/cut/coul/debye evdwl 100 59 0.000000
pair lj/cut/coul/debye ecoul 100 59 0.000000
pair lj/cut/coul/debye evdwl 100 60 0.000000
pair lj/cut/coul/debye ecoul 100 60 0.000000
pair lj/cut/coul/debye evdwl 100 61 0.000000
pair lj/cut/coul/debye ecoul 100 61 0.000000
pair lj/cut/coul/debye evdwl 100 62 0.000000
pair lj/cut/coul/debye ecoul 100 62 -0.000000
pair lj/cut/coul/debye evdwl 100 7 0.000000
pair lj/cut/coul/debye ecoul 100 7 0.000000
pair lj/cut/coul/debye evdwl 100 8 0.000000
pair lj/cut/coul/debye ecoul 100 8 0.000000
pair lj/cut/coul/debye evdwl 100 9 0.000000
pair lj/cut/coul/debye ecoul 100 9 0.000000
pair lj/cut/coul/debye evdwl 100 10 0.000000
pair lj/cut/coul/debye ecoul 100 10 0.000000
pair lj/cut/coul/debye evdwl 100 11 0.000000
pair lj/cut/coul/debye ecoul 100 11 0.000000
pair lj/cut/coul/debye evdwl 100 12 0.000000
pair lj/cut/coul/debye ecoul 100 12 0.000000
pair lj/cut/coul/debye evdwl 100 38 0.000000
pair lj/cut/coul/debye ecoul 100 38 0.000000
pair lj/cut/coul/debye evdwl 100 13 0.000000
pair lj/cut/coul/debye ecoul 100 13 0.000000
pair lj/cut/coul/debye evdwl 100 14 0.000000
pair lj/cut/coul/debye ecoul 100 14 0.000000
pair lj/cut/coul/debye evdwl 100 15 0.000000
pair lj/cut/coul/debye ecoul 100 15 -0.000000
pair lj/cut/coul/debye evdwl 100 17 0.000000
pair lj/cut/coul/debye ecoul 100 17 -0.000000
pair lj/cut/coul/debye evdwl 100 18 0.000000
pair lj/cut/coul/debye ecoul 100 18 0.000000
pair lj/cut/coul/debye evdwl 100 21 0.000000
pair lj/cut/coul/debye ecoul 100 21 0.000000
pair lj/cut/coul/debye evdwl 101 0 0.000000
pair lj/cut/coul/debye ecoul 101 0 -0.001307
pair lj/cut/coul/debye evdwl 101 1 0.000000
pair lj/cut/coul/debye ecoul 101 1 -0.001420
pair lj/cut/coul/debye evdwl 101 2 0.000000
pair lj/cut/coul/debye ecoul 101 2 -0.001470
pair lj/cut/coul/debye evdwl 101 3 0.000000
pair lj/cut/coul/debye ecoul 101 3 -0.002417
pair lj/cut/coul/debye evdwl 101 4 0.000000
pair lj/cut/coul/debye ecoul 101 4 -0.001526
pair lj/cut/coul/debye evdwl 101 5 0.000000
pair lj/cut/coul/debye ecoul 101 5 -0.001703
pair lj/cut/coul/debye evdwl 101 6 0.000000
pair lj/cut/coul/debye ecoul 101 6 -0.000000
pair lj/cut/coul/debye evdwl 101 36 0.000000
pair lj/cut/coul/debye ecoul 101 36 -0.000000
pair lj/cut/coul/debye evdwl 101 39 0.000000
pair lj/cut/coul/debye ecoul 101 39 -0.000663
pair lj/cut/coul/debye evdwl 101 40 0.000000
pair lj/cut/coul/debye ecoul 101 40 -0.000000
pair lj/cut/coul/debye evdwl 101 41 0.000000
pair lj/cut/coul/debye ecoul 101 41 -0.000000
pair lj/cut/coul/debye evdwl 101 42 0.000000
pair lj/cut/coul/debye ecoul 101 42 -0.000000
pair lj/cut/coul/debye evdwl 101 43 0.000000
pair lj/cut/coul/debye ecoul 101 43 -0.000000
pair lj/cut/coul/debye evdwl 101 44 0.000000
pair lj/cut/coul/debye ecoul 101 44 -0.000000
pair lj/cut/coul/debye evdwl 101 16 0.000000
pair lj/cut/coul/debye ecoul 101 16 -0.000000
pair lj/cut/coul/debye evdwl 101 19 0.000000
pair lj/cut/coul/debye ecoul 101 19 -0.002687
pair lj/cut/coul/debye evdwl 101 20 0.000000
pair lj/cut/coul/debye ecoul 101 20 -0.000000
pair lj/cut/coul/debye evdwl 101 22 0.000000
pair lj/cut/coul/debye ecoul 101 22 -0.000000
pair lj/cut/coul/debye evdwl 101 23 0.000000
pair lj/cut/coul/debye ecoul 101 23 -0.000000
pair lj/cut/coul/debye evdwl 101 24 0.000000
pair lj/cut/coul/debye ecoul 101 24 -0.007616
pair lj/cut/coul/debye evdwl 101 25 0.000000
pair lj/cut/coul/debye ecoul 101 25 -0.000000
pair lj/cut/coul/debye evdwl 101 26 0.000000
pair lj/cut/coul/debye ecoul 101 26 -0.000000
pair lj/cut/coul/debye evdwl 101 27 0.000000
pair lj/cut/coul/debye ecoul 101 27 -0.000000
pair lj/cut/coul/debye evdwl 101 28 0.000000
pair lj/cut/coul/debye ecoul 101 28 -0.000000
pair lj/cut/coul/debye evdwl 101 29 0.000000
pair lj/cut/coul/debye ecoul 101 29 -0.000000
pair lj/cut/coul/debye evdwl 101 30 0.000000
pair lj/cut/coul/debye ecoul 101 30 0.002636
pair lj/cut/coul/debye evdwl 101 31 0.000000
pair lj/cut/coul/debye ecoul 101 31 -0.003580
pair lj/cut/coul/debye evdwl 101 32 0.000000
pair lj/cut/coul/debye ecoul 101 32 0.002582
pair lj/cut/coul/debye evdwl 101 33 0.000000
pair lj/cut/coul/debye ecoul 101 33 -0.000000
pair lj/cut/coul/debye evdwl 101 34 0.000000
pair lj/cut/coul/debye ecoul 101 34 -0.000000
pair lj/cut/coul/debye evdwl 101 35 0.000000
pair lj/cut/coul/debye ecoul 101 35 -0.000000
pair lj/cut/coul/debye evdwl 101 37 0.000000
pair lj/cut/coul/debye ecoul 101 37 -0.000000
pair lj/cut/coul/debye evdwl 101 45 0.000000
pair lj/cut/coul/debye ecoul 101 45 -0.000000
pair lj/cut/coul/debye evdwl 101 46 0.000000
pair lj/cut/coul/debye ecoul 101 46 -0.006741
pair lj/cut/coul/debye evdwl 101 47 0.000000
pair lj/cut/coul/debye ecoul 101 47 -0.000000
pair lj/cut/coul/debye evdwl 101 48 0.000000
pair lj/cut/coul/debye ecoul 101 48 -0.000000
pair lj/cut/coul/debye evdwl 101 49 0.000000
pair lj/cut/coul/debye ecoul 101 49 -0.000000
pair lj/cut/coul/debye evdwl 101 50 0.000000
pair lj/cut/coul/debye ecoul 101 50 -0.000000
pair lj/cut/coul/debye evdwl 101 52 0.000000
pair lj/cut/coul/debye ecoul 101 52 -0.000000
pair lj/cut/coul/debye evdwl 101 51 0.000000
pair lj/cut/coul/debye ecoul 101 51 -0.000000
pair lj/cut/coul/debye evdwl 101 53 0.000000
pair lj/cut/coul/debye ecoul 101 53 -0.014383
pair lj/cut/coul/debye evdwl 101 54 0.000000
pair lj/cut/coul/debye ecoul 101 54 -0.000000
pair lj/cut/coul/debye evdwl 101 55 0.000000
pair lj/cut/coul/debye ecoul 101 55 -0.008438
pair lj/cut/coul/debye evdwl 101 56 0.000000
pair lj/cut/coul/debye ecoul 101 56 -0.000000
pair lj/cut/coul/debye evdwl 101 57 0.000000
pair lj/cut/coul/debye ecoul 101 57 -0.011876
pair lj/cut/coul/debye evdwl 101 58 0.000000
pair lj/cut/coul/debye ecoul 101 58 -0.013022
pair lj/cut/coul/debye evdwl 101 59 0.000000
pair lj/cut/coul/debye ecoul 101 59 -0.000000
pair lj/cut/coul/debye evdwl 101 60 0.000000
pair lj/cut/coul/debye ecoul 101 60 -0.000000
pair lj/cut/coul/debye evdwl 101 61 0.000000
pair lj/cut/coul/debye ecoul 101 61 -0.000000
pair lj/cut/coul/debye evdwl 101 62 0.000000
pair lj/cut/coul/debye ecoul 101 62 0.007627
pair lj/cut/coul/debye evdwl 101 7 0.000000
pair lj/cut/coul/debye ecoul 101 7 -0.000000
pair lj/cut/coul/debye evdwl 101 8 0.000000
pair lj/cut/coul/debye ecoul 101 8 -0.000000
pair lj/cut/coul/debye evdwl 101 9 0.000000
pair lj/cut/coul/debye ecoul 101 9 -0.000000
pair lj/cut/coul/debye evdwl 101 10 0.000000
pair lj/cut/coul/debye ecoul 101 10 -0.000665
pair lj/cut/coul/debye evdwl 101 11 0.000000
pair lj/cut/coul/debye ecoul 101 11 -0.000000
pair lj/cut/coul/debye evdwl 101 12 0.000000
pair lj/cut/coul/debye ecoul 101 12 -0.000000
pair lj/cut/coul/debye evdwl 101 38 0.000000
pair lj/cut/coul/debye ecoul 101 38 -0.000000
pair lj/cut/coul/debye evdwl 101 13 0.000000
pair lj/cut/coul/debye ecoul 101 13 -0.000000
pair lj/cut/coul/debye evdwl 101 14 0.000000
pair lj/cut/coul/debye ecoul 101 14 -0.000000
pair lj/cut/coul/debye evdwl 101 15 0.000000
pair lj/cut/coul/debye ecoul 101 15 0.001207
pair lj/cut/coul/debye evdwl 101 17 0.000000
pair lj/cut/coul/debye ecoul 101 17 0.002078
pair lj/cut/coul/debye evdwl 101 18 0.000000
pair lj/cut/coul/debye ecoul 101 18 -0.001727
pair lj/cut/coul/debye evdwl 101 21 0.000000
pair lj/cut/coul/debye ecoul 101 21 -0.002477
pair lj/cut/coul/debye evdwl 102 7 0.000000
pair lj/cut/coul/debye ecoul 102 7 0.000000
pair lj/cut/coul/debye evdwl 102 8 0.000000
pair lj/cut/coul/debye ecoul 102 8 0.000000
pair lj/cut/coul/debye evdwl 102 9 0.000000
pair lj/cut/coul/debye ecoul 102 9 0.000000
pair lj/cut/coul/debye evdwl 102 10 0.000000
pair lj/cut/coul/debye ecoul 102 10 0.000000
pair lj/cut/coul/debye evdwl 102 11 0.000000
pair lj/cut/coul/debye ecoul 102 11 0.000000
pair lj/cut/coul/debye evdwl 102 12 0.000000
pair lj/cut/coul/debye ecoul 102 12 0.000000
pair lj/cut/coul/debye evdwl 102 38 0.000000
pair lj/cut/coul/debye ecoul 102 38 0.000000
pair lj/cut/coul/debye evdwl 102 13 0.000000
pair lj/cut/coul/debye ecoul 102 13 0.000000
pair lj/cut/coul/debye evdwl 102 14 0.000000
pair lj/cut/coul/debye ecoul 102 14 0.000000
pair lj/cut/coul/debye evdwl 102 15 0.000000
pair lj/cut/coul/debye ecoul 102 15 -0.000000
pair lj/cut/coul/debye evdwl 102 17 0.000000
pair lj/cut/coul/debye ecoul 102 17 -0.000000
pair lj/cut/coul/debye evdwl 102 18 0.000000
pair lj/cut/coul/debye ecoul 102 18 0.000000
pair lj/cut/coul/debye evdwl 102 21 0.000000
pair lj/cut/coul/debye ecoul 102 21 0.000000
pair lj/cut/coul/debye evdwl 103 0 0.000000
pair lj/cut/coul/debye ecoul 103 0 0.000000
pair lj/cut/coul/debye evdwl 103 1 0.000000
pair lj/cut/coul/debye ecoul 103 1 0.000000
pair lj/cut/coul/debye evdwl 103 2 0.000000
pair lj/cut/coul/debye ecoul 103 2 0.000000
pair lj/cut/coul/debye evdwl 103 3 0.000000
pair lj/cut/coul/debye ecoul 103 3 0.000000
pair lj/cut/coul/debye evdwl 103 4 0.000000
pair lj/cut/coul/debye ecoul 103 4 0.000000
pair lj/cut/coul/debye evdwl 103 5 0.000000
pair lj/cut/coul/debye ecoul 103 5 0.000000
pair lj/cut/coul/debye evdwl 103 6 0.000000
pair lj/cut/coul/debye ecoul 103 6 0.000000
pair lj/cut/coul/debye evdwl 103 36 0.000000
pair lj/cut/coul/debye ecoul 103 36 0.000000
pair lj/cut/coul/debye evdwl 103 39 0.000000
pair lj/cut/coul/debye ecoul 103 39 0.000000
pair lj/cut/coul/debye evdwl 103 40 0.000000
pair lj/cut/coul/debye ecoul 103 40 0.000000
pair lj/cut/coul/debye evdwl 103 41 0.000000
pair lj/cut/coul/debye ecoul 103 41 0.000000
pair lj/cut/coul/debye evdwl 103 42 0.000000
pair lj/cut/coul/debye ecoul 103 42 0.000000
pair lj/cut/coul/debye evdwl 103 43 0.000000
pair lj/cut/coul/debye ecoul 103 43 0.000000
pair lj/cut/coul/debye evdwl 103 44 0.000000
pair lj/cut/coul/debye ecoul 103 44 0.000000
pair lj/cut/coul/debye evdwl 103 16 0.000000
pair lj/cut/coul/debye ecoul 103 16 0.000000
pair lj/cut/coul/debye evdwl 103 19 0.000000
pair lj/cut/coul/debye ecoul 103 19 0.000000
pair lj/cut/coul/debye evdwl 103 20 0.000000
pair lj/cut/coul/debye ecoul 103 20 0.000000
pair lj/cut/coul/debye evdwl 103 22 0.000000
pair lj/cut/coul/debye ecoul 103 22 0.000000
pair lj/cut/coul/debye evdwl 103 23 0.000000
pair lj/cut/coul/debye ecoul 103 23 0.000000
pair lj/cut/coul/debye evdwl 103 24 0.000000
pair lj/cut/coul/debye ecoul 103 24 0.000000
pair lj/cut/coul/debye evdwl 103 25 0.000000
pair lj/cut/coul/debye ecoul 103 25 0.000000
pair lj/cut/coul/debye evdwl 103 26 0.000000
pair lj/cut/coul/debye ecoul 103 26 0.000000
pair lj/cut/coul/debye evdwl 103 27 0.000000
pair lj/cut/coul/debye ecoul 103 27 0.000000
pair lj/cut/coul/debye evdwl 103 28 0.000000
pair lj/cut/coul/debye ecoul 103 28 0.000000
pair lj/cut/coul/debye evdwl 103 29 0.000000
pair lj/cut/coul/debye ecoul 103 29 0.000000
pair lj/cut/coul/debye evdwl 103 30 0.000000
pair lj/cut/coul/debye ecoul 103 30 -0.000000
pair lj/cut/coul/debye evdwl 103 31 0.000000
pair lj/cut/coul/debye ecoul 103 31 0.000000
pair lj/cut/coul/debye evdwl 103 32 0.000000
pair lj/cut/coul/debye ecoul 103 32 -0.000000
pair lj/cut/coul/debye evdwl 103 33 0.000000
pair lj/cut/coul/debye ecoul 103 33 0.000000
pair lj/cut/coul/debye evdwl 103 34 0.000000
pair lj/cut/coul/debye ecoul 103 34 0.000000
pair lj/cut/coul/debye evdwl 103 35 0.000000
pair lj/cut/coul/debye ecoul 103 35 0.000000
pair lj/cut/coul/debye evdwl 103 37 0.000000
pair lj/cut/coul/debye ecoul 103 37 0.000000
pair lj/cut/coul/debye evdwl 103 45 0.000000
pair lj/cut/coul/debye ecoul 103 45 0.000000
pair lj/cut/coul/debye evdwl 103 46 0.000000
pair lj/cut/coul/debye ecoul 103 46 0.000000
pair lj/cut/coul/debye evdwl 103 47 0.000000
pair lj/cut/coul/debye ecoul 103 47 0.000000
pair lj/cut/coul/debye evdwl 103 48 0.000000
pair lj/cut/coul/debye ecoul 103 48 0.000000
pair lj/cut/coul/debye evdwl 103 49 0.000000
pair lj/cut/coul/debye ecoul 103 49 0.000000
pair lj/cut/coul/debye evdwl 103 50 0.000000
pair lj/cut/coul/debye ecoul 103 50 0.000000
pair lj/cut/coul/debye evdwl 103 52 0.000000
pair lj/cut/coul/debye ecoul 103 52 0.000000
pair lj/cut/coul/debye evdwl 103 51 0.000000
pair lj/cut/coul/debye ecoul 103 51 0.000000
pair lj/cut/coul/debye evdwl 103 53 0.000000
pair lj/cut/coul/debye ecoul 103 53 0.000000
pair lj/cut/coul/debye evdwl 103 54 0.000000
pair lj/cut/coul/debye ecoul 103 54 0.000000
pair lj/cut/coul/debye evdwl 103 55 0.000000
pair lj/cut/coul/debye ecoul 103 55 0.000000
pair lj/cut/coul/debye evdwl 103 56 0.000000
pair lj/cut/coul/debye ecoul 103 56 0.000000
pair lj/cut/coul/debye evdwl 103 57 0.000000
pair lj/cut/coul/debye ecoul 103 57 0.000000
pair lj/cut/coul/debye evdwl 103 58 0.000000
pair lj/cut/coul/debye ecoul 103 58 0.000000
pair lj/cut/coul/debye evdwl 103 59 0.000000
pair lj/cut/coul/debye ecoul 103 59 0.000000
pair lj/cut/coul/debye evdwl 103 60 0.000000
pair lj/cut/coul/debye ecoul 103 60 0.000000
pair lj/cut/coul/debye evdwl 103 61 0.000000
pair lj/cut/coul/debye ecoul 103 61 0.000000
pair lj/cut/coul/debye evdwl 103 62 0.000000
pair lj/cut/coul/debye ecoul 103 62 -0.000000
pair lj/cut/coul/debye evdwl 103 7 0.000000
pair lj/cut/coul/debye ecoul 103 7 0.000000
pair lj/cut/coul/debye evdwl 103 8 0.000000
pair lj/cut/coul/debye ecoul 103 8 0.000000
pair lj/cut/coul/debye evdwl 103 9 0.000000
pair lj/cut/coul/debye ecoul 103 9 0.000000
pair lj/cut/coul/debye evdwl 103 10 0.000000
pair lj/cut/coul/debye ecoul 103 10 0.000000
pair lj/cut/coul/debye evdwl 103 11 0.000000
pair lj/cut/coul/debye ecoul 103 11 0.000000
pair lj/cut/coul/debye evdwl 103 12 0.000000
pair lj/cut/coul/debye ecoul 103 12 0.000000
pair lj/cut/coul/debye evdwl 103 38 0.000000
pair lj/cut/coul/debye ecoul 103 38 0.000000
pair lj/cut/coul/debye evdwl 103 13 0.000000
pair lj/cut/coul/debye ecoul 103 13 0.000000
pair lj/cut/coul/debye evdwl 103 14 0.000000
pair lj/cut/coul/debye ecoul 103 14 0.000000
pair lj/cut/coul/debye evdwl 103 15 0.000000
pair lj/cut/coul/debye ecoul 103 15 -0.000000
pair lj/cut/coul/debye evdwl 103 17 0.000000
pair lj/cut/coul/debye ecoul 103 17 -0.000000
pair lj/cut/coul/debye evdwl 103 18 0.000000
pair lj/cut/coul/debye ecoul 103 18 0.000000
pair lj/cut/coul/debye evdwl 103 21 0.000000
pair lj/cut/coul/debye ecoul 103 21 0.000000
pair lj/cut/coul/debye evdwl 104 0 0.000000
pair lj/cut/coul/debye ecoul 104 0 -0.000826
pair lj/cut/coul/debye evdwl 104 1 0.000000
pair lj/cut/coul/debye ecoul 104 1 -0.000928
pair lj/cut/coul/debye evdwl 104 2 0.000000
pair lj/cut/coul/debye ecoul 104 2 -0.000915
pair lj/cut/coul/debye evdwl 104 3 0.000000
pair lj/cut/coul/debye ecoul 104 3 -0.001560
pair lj/cut/coul/debye evdwl 104 4 0.000000
pair lj/cut/coul/debye ecoul 104 4 -0.001000
pair lj/cut/coul/debye evdwl 104 5 0.000000
pair lj/cut/coul/debye ecoul 104 5 -0.001163
pair lj/cut/coul/debye evdwl 104 6 0.000000
pair lj/cut/coul/debye ecoul 104 6 -0.000000
pair lj/cut/coul/debye evdwl 104 36 0.000000
pair lj/cut/coul/debye ecoul 104 36 -0.000000
pair lj/cut/coul/debye evdwl 104 39 0.000000
pair lj/cut/coul/debye ecoul 104 39 -0.000708
pair lj/cut/coul/debye evdwl 104 40 0.000000
pair lj/cut/coul/debye ecoul 104 40 -0.000000
pair lj/cut/coul/debye evdwl 104 41 0.000000
pair lj/cut/coul/debye ecoul 104 41 -0.000000
pair lj/cut/coul/debye evdwl 104 42 0.000000
